title,external_id,url,type,publication_year,publication_month,publication_day,journal_title,source_client_id
LA NEUTRALIDAD LIBERAL COMO ANTIPERFECCIONISMO,10.4067/s0718-97532012000200013,,journal-article,2012,,,Revista de derecho (Coquimbo),0000-0002-3115-3312
"Respuesta al comentario de Christian Steve Ramos. ""Villavicencio, Luis. 'El constructivismo kantiano según Rawls como fundamento de los derechos humanos'"", Ideas y Valores LX/147 (2011): 280-282.",80925522021,http://www.redalyc.org/articulo.oa?id=80925522021,journal-article,2012,,,Ideas y Valores,0000-0002-3115-3312
Un diálogo intercultural más allá del multiculturalismo,94525464003,http://www.redalyc.org/articulo.oa?id=94525464003,journal-article,2012,,,Opinión Jurídica,0000-0002-3115-3312
¿Son reconciliables las demandas de género con el multiculturalismo? La apuesta por un cosmopolitismo sensible a la diferencia?,9789562001083,,book-chapter,2012,,,Actas del Congreso Internacional de Derecho. En homenaje al centenario de la Escuela de Derecho,0000-0002-3115-3312
"Liberalism, Multiculturalism, and the Welfare State",wos:000297132800006,https://publons.com/publon/33236583/,journal-article,2011,,,Ideas Y Valores,0000-0002-3115-3312
"Liberalismo, multiculturalismo y estado de bienestar",80920787006,http://www.redalyc.org/articulo.oa?id=80920787006,journal-article,2011,,,Ideas y Valores,0000-0002-3115-3312
PRIVATIZANDO LA DIFERENCIA: EL LIBERALISMO IGUALITARIO Y EL PLURALISMO CULTURAL,10.4067/s0718-09502010000100002,,journal-article,2010,07,,Revista de derecho (Valdivia),0000-0002-3115-3312
El constructivismo kantiano según Rawls como fundamento de los derechos humanos,1315-6268,https://www.academia.edu/8312403/El_constructivismo_kantiano_seg%C3%BAn_Rawls_como_fundamento_de_los_derechos_humanos,magazine-article,2010,,,Frónesis,0000-0002-3115-3312
La relevancia moral de la identidad cultural,10.4067/s0718-65682010000200019,,journal-article,2010,,,Polis,0000-0002-3115-3312
¿Derechos básicos para quiénes?,,https://www.academia.edu/8312462/_Derechos_b%C3%A1sicos_para_qui%C3%A9nes,magazine-article,2010,,,Anuario de Filosofía Jurídica y Social,0000-0002-3115-3312
Algunas críticas a la idea de razón pública rawlsiana,10.4067/s0718-68512009000100015,,journal-article,2009,06,,Revista de derecho (Valparaíso),0000-0002-3115-3312
Comunitarismo versus liberalismo: Hegel contra Kant 200 años después,0718-543X,https://www.academia.edu/8312388/Comunitarismo_versus_liberalismo_Hegel_contra_Kant_200_a%C3%B1os_despu%C3%A9s,magazine-article,2009,,,Nomos,0000-0002-3115-3312
La libertad religiosa y la infancia en el sistema español. Una aproximación teórica y positiva,9789280644791,https://www.academia.edu/8312364/La_libertad_religiosa_y_la_infancia_en_el_sistema_espa%C3%B1ol._Una_aproximaci%C3%B3n_te%C3%B3rica_y_positiva,book-chapter,2009,,,Justicia y Derechos del Niño (11),0000-0002-3115-3312
Habermas contra Rawls. Un debate en los límites de la filosofía,0716-7725,https://www.academia.edu/8311629/Habermas_contra_Rawls._Un_debate_en_los_l%C3%ADmites_de_la_filosof%C3%ADa,magazine-article,2008,,,Revista de Ciencias Sociales,0000-0002-3115-3312
¿Para qué debemos enseñar Introducción al Derecho?,0716-7725,,magazine-article,2011,,,Revista de Ciencias Sociales,0000-0002-3115-3312
Las políticas de la diferencia en el estado democrático de derecho,0716-7725,http://revistas.uv.cl/index.php/rcs/article/view/392,magazine-article,2015,,,Revista de Ciencias Sociales (67),0000-0002-3115-3312
¿DERECHOS HUMANOS PARA QUIÉNES? REFLEXIONES SOBRE ALGUNAS CUESTIONES EMBARAZOSAS,10.4067/s0718-09502008000200002,,journal-article,2008,,,Revista de derecho (Valdivia),0000-0002-3115-3312
LA CONCEPCIÓN POLÍTICA DE LA PERSONA Y LAS VISIONES CONSTITUTIVAS DEL BIEN,80915461002,http://www.redalyc.org/articulo.oa?id=80915461002,journal-article,2007,,,Ideas y Valores,0000-0002-3115-3312
El Holocausto de la Modernidad,0718-1167,https://www.academia.edu/8311531/El_holocausto_de_la_modernidad,magazine-article,2006,,,Revista de Derecho (UCT),0000-0002-3115-3312
La libertad de expresión y la jurisprudencia del Tribunal Constitucional Español,0718-1167,https://www.academia.edu/8311681/La_libertad_de_expresi%C3%B3n_y_la_jurisprudencia_del_Tribunal_Constitucional_Espa%C3%B1ol,magazine-article,2008,,,Revista de Derecho (UCT),0000-0002-3115-3312
La prioridad de la libertad de expresión,,https://www.academia.edu/8311515/La_prioridad_de_la_libertad_de_expresi%C3%B3n,magazine-article,2003,,,Revista Jurídica de la Universidad Autónoma de Madrid,0000-0002-3115-3312
"La representación de niños, niñas y adolescentes en los procedimientos para la adopción de medidas de protección",0717-9049,https://www.academia.edu/8311484/La_representaci%C3%B3n_de_ni%C3%B1os_ni%C3%B1as_y_adolescentes_en_los_procedimientos_para_la_adopci%C3%B3n_de_medidas_de_protecci%C3%B3n,magazine-article,2002,,,Revista de Derechos del Niño,0000-0002-3115-3312
La constitución y los derechos humanos,9562381978,,book,1998,,,Editorial CONOSUR,0000-0002-3115-3312
O direito ao salário-maternidade nos casos de gestação de substituição: um estudo comparado entre Brasil e Chile,10.5102/rbpp.v14i1.8562,https://doi.org/10.5102/rbpp.v14i1.8562,journal-article,2024,06,14,Revista Brasileira de Políticas Públicas,0000-0002-0447-6394
Derecho a las vidas familiares y adopción por integración en Chile: Una mirada desde la socioafectividad,10.35295/osls.iisl.1943,https://opo.iisj.net/index.php/osls/article/view/1943,journal-article,2024,05,06,Oñati Socio Legal Series,0000-0002-0447-6394
EDITORIAL,10.22370/rcs.2023.83.4028,https://doi.org/10.22370/rcs.2023.83.4028,journal-article,2023,12,28,Revista de Ciencias Sociales,0000-0002-0447-6394
"Derechos de la Personalidad, Derechos Fundamentales y Responsabilidad Civil. Cuestiones relevantes",9788411308977,,book,2023,09,01,Tirant lo Blanch,0000-0002-0447-6394
EDITORIAL,10.22370/rcs.2023.82.3756,https://doi.org/10.22370/rcs.2023.82.3756,journal-article,2023,07,31,Revista de Ciencias Sociales,0000-0002-0447-6394
"Derecho a la identidad, filiación y apellidos. Perspectiva desde los derechos de la infancia y de la mujer en los sistemas jurídicos chileno y colombiano",10.4067/s0718-00122022000200124,http://dx.doi.org/10.4067/s0718-00122022000200124,journal-article,2022,08,,Ius et Praxis,0000-0002-0447-6394
"Right to Identity, Filiation and Surnames. Perspective from the Rights of Children and Women in the Chilean and Colombian Legal Systems,DERECHO A LA IDENTIDAD, FILIACIÓN Y APELLIDOS. PERSPECTIVA DESDE LOS DERECHOS DE LA INFANCIA Y DE LA MUJER EN LOS SISTEMAS JURÍDICOS CHILENO Y COLOMBIANO*",10.4067/s0718-00122022000200124,http://www.scopus.com/inward/record.url?eid=2-s2.0-85137638869&partnerID=MN8TOARS,journal-article,2022,,,Ius et Praxis,0000-0002-0447-6394
"STEPFAMILIES AND EXERCISE OF PARENTAL FUNCTIONS. A LOOK FROM THE PREROGATIVES OF CHILDHOOD AND ADOLESCENCE,FAMILIAS RECONSTITUIDAS Y EJERCICIO DE FUNCIONES PARENTALES. UNA MIRADA DESDE LAS PRERROGATIVAS DE INFANCIA Y ADOLESCENCIA",2-s2.0-85148529641,http://www.scopus.com/inward/record.url?eid=2-s2.0-85148529641&partnerID=MN8TOARS,journal-article,2022,,,Actualidad Juridica Iberoamericana,0000-0002-0447-6394
Daños en las relaciones familiares y el derecho a la identidad en la filiación,9789564000381,,book,2019,05,,Thomson Reuters,0000-0002-0447-6394
Approximations for the divergence of the reconstructed local large-scale structure velocity field and its possible implications for Cosmology,10.1016/j.dark.2023.101385,http://www.scopus.com/inward/record.url?eid=2-s2.0-85178371413&partnerID=MN8TOARS,journal-article,2024,,,Physics of the Dark Universe,0000-0002-9788-3967
Emulating dark energy models with known equation of state via the created cold dark matter scenario,10.1016/j.dark.2024.101452,http://www.scopus.com/inward/record.url?eid=2-s2.0-85185797547&partnerID=MN8TOARS,journal-article,2024,,,Physics of the Dark Universe,0000-0002-9788-3967
Emulating dark energy models with known equation of state via the created cold dark matter scenario,10.48550/arxiv.2401.16905,http://www.scopus.com/inward/record.url?eid=2-s2.0-85187688328&partnerID=MN8TOARS,other,2024,,,arXiv,0000-0002-9788-3967
A fractal LTB model cannot explain dark energy,10.1007/s10714-023-03127-2,http://www.scopus.com/inward/record.url?eid=2-s2.0-85163772195&partnerID=MN8TOARS,journal-article,2023,,,General Relativity and Gravitation,0000-0002-9788-3967
Approximations for the Divergence of the Reconstructed Local Large-Scale Structure Velocity Field and its Possible Implications for Cosmology,10.2139/ssrn.4423266,http://www.scopus.com/inward/record.url?eid=2-s2.0-85153950761&partnerID=MN8TOARS,other,2023,,,SSRN,0000-0002-9788-3967
Approximations for the divergence of the local large-scale structure velocity field and its implications for Tilted Cosmology,10.48550/arxiv.2301.11246,http://www.scopus.com/inward/record.url?eid=2-s2.0-85153045401&partnerID=MN8TOARS,other,2023,,,arXiv,0000-0002-9788-3967
Dark energy by natural evolution: Constraining dark energy using Approximate Bayesian Computation,10.1016/j.dark.2023.101213,http://www.scopus.com/inward/record.url?eid=2-s2.0-85150869938&partnerID=MN8TOARS,journal-article,2023,,,Physics of the Dark Universe,0000-0002-9788-3967
Generalized Second Law of Thermodynamics for the Matter Creation Scenario and Emergence of Phantom Regime,10.2139/ssrn.4543134,http://www.scopus.com/inward/record.url?eid=2-s2.0-85168448056&partnerID=MN8TOARS,other,2023,,,SSRN,0000-0002-9788-3967
Generalized second law of thermodynamics for the matter creation scenario and emergence of phantom regime,10.48550/arxiv.2302.10155,http://www.scopus.com/inward/record.url?eid=2-s2.0-85171962401&partnerID=MN8TOARS,other,2023,,,arXiv,0000-0002-9788-3967
Testing ΛCDM cosmology in a binned universe: Anomalies in the deceleration parameter,10.1016/j.dark.2023.101224,http://www.scopus.com/inward/record.url?eid=2-s2.0-85151834835&partnerID=MN8TOARS,journal-article,2023,,,Physics of the Dark Universe,0000-0002-9788-3967
Testing ΛCDM cosmology in a binned universe: anomalies in the deceleration parameter,10.48550/arxiv.2301.10740,http://www.scopus.com/inward/record.url?eid=2-s2.0-85147366519&partnerID=MN8TOARS,other,2023,,,arXiv,0000-0002-9788-3967
Testing ΛCdm Cosmology in a Binned Universe: Anomalies in the Deceleration Parameter,10.2139/ssrn.4341180,http://www.scopus.com/inward/record.url?eid=2-s2.0-85147728446&partnerID=MN8TOARS,other,2023,,,SSRN,0000-0002-9788-3967
A fractal LTB model cannot explain Dark Energy,10.48550/arxiv.2212.04529,http://www.scopus.com/inward/record.url?eid=2-s2.0-85144851224&partnerID=MN8TOARS,other,2022,,,arXiv,0000-0002-9788-3967
Dark energy by natural evolution: Constraining dark energy using Approximate Bayesian Computation,10.48550/arxiv.2211.05482,http://www.scopus.com/inward/record.url?eid=2-s2.0-85143114772&partnerID=MN8TOARS,other,2022,,,arXiv,0000-0002-9788-3967
Holography and Matter Creation Revisited,10.2139/ssrn.4165852,http://www.scopus.com/inward/record.url?eid=2-s2.0-85179526949&partnerID=MN8TOARS,other,2022,,,SSRN,0000-0002-9788-3967
Holography and matter creation revisited,10.1016/j.dark.2022.101122,http://www.scopus.com/inward/record.url?eid=2-s2.0-85140090020&partnerID=MN8TOARS,journal-article,2022,,,Physics of the Dark Universe,0000-0002-9788-3967
Holography and matter creation revisited,10.48550/arxiv.2207.00643,http://www.scopus.com/inward/record.url?eid=2-s2.0-85134678937&partnerID=MN8TOARS,other,2022,,,arXiv,0000-0002-9788-3967
Parametric and nonparametric methods hint dark energy evolution,10.1016/j.dark.2022.101017,http://www.scopus.com/inward/record.url?eid=2-s2.0-85130105327&partnerID=MN8TOARS,journal-article,2022,,,Physics of the Dark Universe,0000-0002-9788-3967
Studies on dark energy evolution,10.1088/1361-6382/ac0357,https://doi.org/10.1088/1361-6382/ac0357,journal-article,2021,07,22,Classical and Quantum Gravity,0000-0002-9788-3967
Studies on dark energy evolution,10.1088/1361-6382/ac0357,http://www.scopus.com/inward/record.url?eid=2-s2.0-85108839523&partnerID=MN8TOARS,journal-article,2021,,,Classical and Quantum Gravity,0000-0002-9788-3967
Matter production effects and interacting scenario within a reconstructed mimetic cosmology for late times,10.1140/epjc/s10052-021-09442-9,http://www.scopus.com/inward/record.url?eid=2-s2.0-85110905062&partnerID=MN8TOARS,journal-article,2021,,,European Physical Journal C,0000-0002-9788-3967
Matter production effects and interacting scenario within a reconstructed mimetic cosmology for late times,10.48550/arxiv.2103.12319,http://www.scopus.com/inward/record.url?eid=2-s2.0-85170615148&partnerID=MN8TOARS,other,2021,,,arXiv,0000-0002-9788-3967
Parametric and nonparametric methods hint dark energy evolution,10.48550/arxiv.2111.08289,http://www.scopus.com/inward/record.url?eid=2-s2.0-85169949657&partnerID=MN8TOARS,other,2021,,,arXiv,0000-0002-9788-3967
Probing the parameters of a Schwarzschild black hole surrounded by quintessence and cloud of strings through four standard astrophysical tests,10.1140/epjc/s10052-021-09654-z,http://www.scopus.com/inward/record.url?eid=2-s2.0-85116341215&partnerID=MN8TOARS,journal-article,2021,,,European Physical Journal C,0000-0002-9788-3967
Probing the parameters of a Schwarzschild black hole surrounded by quintessence and cloud of strings through four standard astrophysical tests,2-s2.0-85115883851,http://www.scopus.com/inward/record.url?eid=2-s2.0-85115883851&partnerID=MN8TOARS,other,2021,,,arXiv,0000-0002-9788-3967
Reconstructing mimetic cosmology,10.1016/j.dark.2021.100775,http://www.scopus.com/inward/record.url?eid=2-s2.0-85100385967&partnerID=MN8TOARS,journal-article,2021,,,Physics of the Dark Universe,0000-0002-9788-3967
Studies on dark energy evolution,10.48550/arxiv.2107.04876,http://www.scopus.com/inward/record.url?eid=2-s2.0-85171056836&partnerID=MN8TOARS,other,2021,,,arXiv,0000-0002-9788-3967
Cosmic expansion with matter creation and bulk viscosity,10.1103/physrevd.102.123543,https://doi.org/10.1103/PhysRevD.102.123543,journal-article,2020,12,29,Physical Review D,0000-0002-9788-3967
Cosmic expansion with matter creation and bulk viscosity,10.1103/physrevd.102.123543,http://www.scopus.com/inward/record.url?eid=2-s2.0-85099136739&partnerID=MN8TOARS,journal-article,2020,,,Physical Review D,0000-0002-9788-3967
Challenging matter creation models in the phantom divide,10.1103/physrevd.101.083530,http://www.scopus.com/inward/record.url?eid=2-s2.0-85084546459&partnerID=MN8TOARS,journal-article,2020,,,Physical Review D,0000-0002-9788-3967
Challenging matter creation models in the phantom divide,10.48550/arxiv.2004.02337,http://www.scopus.com/inward/record.url?eid=2-s2.0-85169274858&partnerID=MN8TOARS,other,2020,,,arXiv,0000-0002-9788-3967
Cosmic expansion with matter creation and bulk viscosity,10.48550/arxiv.2008.12403,http://www.scopus.com/inward/record.url?eid=2-s2.0-85170297628&partnerID=MN8TOARS,other,2020,,,arXiv,0000-0002-9788-3967
Interacting dark matter and cosmic acceleration,10.1140/epjc/s10052-020-08443-4,http://www.scopus.com/inward/record.url?eid=2-s2.0-85091229969&partnerID=MN8TOARS,journal-article,2020,,,European Physical Journal C,0000-0002-9788-3967
Interacting dark matter and cosmic acceleration,10.48550/arxiv.2008.13577,http://www.scopus.com/inward/record.url?eid=2-s2.0-85169731493&partnerID=MN8TOARS,other,2020,,,arXiv,0000-0002-9788-3967
Reconstructing mimetic cosmology,10.48550/arxiv.2009.03203,http://www.scopus.com/inward/record.url?eid=2-s2.0-85171061881&partnerID=MN8TOARS,other,2020,,,arXiv,0000-0002-9788-3967
Dark energy and dark matter interaction in light of the second law of thermodynamics,10.1140/epjc/s10052-019-6887-0,http://dx.doi.org/10.1140/epjc/s10052-019-6887-0,journal-article,2019,04,,The European Physical Journal C,0000-0002-9788-3967
Dark energy and dark matter interaction in light of the second law of thermodynamics,10.1140/epjc/s10052-019-6887-0,http://www.scopus.com/inward/record.url?eid=2-s2.0-85064941330&partnerID=MN8TOARS,journal-article,2019,,,European Physical Journal C,0000-0002-9788-3967
